State,County,Year,Month,tmax,tmin,prcp_monttl
California,Monterey,2016,5,12.12,,
California,Monterey,2016,2,,,18.22
California,Monterey,2016,10,24.66,,
California,Monterey,2016,9,,10.38,
California,Monterey,2016,7,,,11.98
California,Monterey,2016,1,11.65,,
California,Monterey,2016,3,,,8.52
California,Monterey,2016,6,,8.13,
California,Monterey,2016,4,,,13.95
California,Napa,2016,12,,-0.97,
California,Napa,2016,5,,8.77,
California,Napa,2016,11,,15.34,
California,Napa,2016,10,,,4.51
California,Napa,2016,4,,24.06,
California,Napa,2016,2,29.97,,
California,Napa,2016,8,29.83,,
California,Napa,2016,1,,18.34,
California,Napa,2016,7,,-2.42,
California,Napa,2016,6,,12.32,
California,Napa,2016,9,,,3.29
California,Napa,2016,3,,22.01,
California,Nevada,2016,2,,4.57,
California,Nevada,2016,7,,4.92,
California,Nevada,2016,12,28.9,,
California,Nevada,2016,1,24.25,,
California,Nevada,2016,8,19.79,,
California,Nevada,2016,3,,-1.65,
California,Nevada,2016,10,,20.52,
California,Nevada,2016,11,,,10.66
California,Nevada,2016,5,,,2.33
California,Nevada,2016,9,44.51,,
California,Nevada,2016,6,44.48,,
California,Nevada,2016,4,22.79,,
California,Orange,2016,12,,,1.53
California,Orange,2016,5,,,19.09
California,Orange,2016,1,41.12,,
California,Orange,2016,8,42.95,,
California,Orange,2016,7,,22.02,
California,Orange,2016,6,,13.51,
California,Orange,2016,9,,16.59,
California,Orange,2016,3,15.25,,
California,Orange,2016,4,35.31,,
California,Orange,2016,11,17.89,,
California,Orange,2016,2,,3.71,
California,Orange,2016,10,,,5.02
California,Placer,2016,7,28.27,,
California,Placer,2016,8,32.2,,
California,Placer,2016,4,,,12.88
California,Placer,2016,1,12.18,,
California,Placer,2016,3,37.22,,
California,Placer,2016,11,11.95,,
California,Placer,2016,5,,18.26,
California,Placer,2016,6,,18.44,
California,Placer,2016,12,,20.81,
California,Placer,2016,10,,,17.44
California,Placer,2016,2,,20.85,
California,Placer,2016,9,,,2.55
California,Plumas,2016,4,,24.22,
California,Plumas,2016,9,,-1.44,
California,Plumas,2016,6,,12.35,
California,Plumas,2016,1,,17.82,
California,Plumas,2016,3,,,6.69
California,Plumas,2016,8,,,7.44
California,Plumas,2016,11,,,12.34
California,Plumas,2016,7,,2.85,
California,Plumas,2016,5,,,9.35
California,Plumas,2016,10,25.33,,
California,Plumas,2016,2,,,19.19
California,Plumas,2016,12,,-1.18,
California,Riverside,2016,5,,,1.27
California,Riverside,2016,10,,8.29,
California,Riverside,2016,4,,,13.2
California,Riverside,2016,9,,,7.91
California,Riverside,2016,11,,9.9,
California,Riverside,2016,8,29.99,,
California,Riverside,2016,6,,-1.51,
California,Riverside,2016,1,21.11,,
California,Riverside,2016,7,43.58,,
California,Riverside,2016,2,,4.84,
California,Riverside,2016,12,,,10.89
California,Riverside,2016,3,,19.72,
California,Sacramento,2016,1,39.69,,
California,Sacramento,2016,3,,12.88,
California,Sacramento,2016,8,10.32,,
California,Sacramento,2016,11,,1.97,
California,Sacramento,2016,5,,-1.17,
California,Sacramento,2016,2,,12.57,
California,Sacramento,2016,6,,,8.66
California,Sacramento,2016,4,28.32,,
California,Sacramento,2016,7,,,2.29
California,Sacramento,2016,9,,15.35,
California,Sacramento,2016,12,,,3.63
California,Sacramento,2016,10,,0.59,
California,San Benito,2016,6,11.17,,
California,San Benito,2016,7,,,8.18
California,San Benito,2016,11,36.87,,
California,San Benito,2016,9,,7.18,
California,San Benito,2016,2,,8.57,
California,San Benito,2016,10,,19.25,
California,San Benito,2016,3,,,19.44
California,San Benito,2016,1,23.8,,
California,San Benito,2016,4,,,3.4
California,San Benito,2016,12,32.72,,
California,San Benito,2016,8,,,10.4
California,San Benito,2016,5,,8.2,
California,San Bernardino,2016,1,11.02,,
California,San Bernardino,2016,6,,,14.69
California,San Bernardino,2016,2,,,14.37
California,San Bernardino,2016,8,,,8.5
California,San Bernardino,2016,9,,,9.85
California,San Bernardino,2016,7,,14.65,
California,San Bernardino,2016,10,26.39,,
California,San Bernardino,2016,11,10.76,,
California,San Bernardino,2016,4,,,16.7
California,San Bernardino,2016,12,20.19,,
California,San Bernardino,2016,3,35.04,,
California,San Bernardino,2016,5,,,11.0
California,San Diego,2016,3,,3.17,
California,San Diego,2016,6,10.32,,
California,San Diego,2016,11,,,13.92
California,San Diego,2016,8,39.68,,
California,San Diego,2016,4,22.63,,
California,San Diego,2016,1,16.91,,
California,San Diego,2016,2,,,10.32
California,San Diego,2016,10,,15.85,
California,San Diego,2016,7,,17.99,
California,San Diego,2016,9,23.64,,
California,San Diego,2016,12,,12.96,
California,San Diego,2016,5,,,15.25
California,San Francisco,2016,4,41.67,,
California,San Francisco,2016,8,,16.01,
California,San Francisco,2016,9,30.02,,
California,San Francisco,2016,6,,13.75,
California,San Francisco,2016,5,,,8.52
California,San Francisco,2016,2,18.78,,
California,San Francisco,2016,10,,23.92,
California,San Francisco,2016,11,,22.73,
California,San Francisco,2016,1,,,0.87
California,San Francisco,2016,3,33.23,,
California,San Francisco,2016,12,33.86,,
California,San Francisco,2016,7,,0.65,
California,San Joaquin,2016,1,,,9.22
California,San Joaquin,2016,8,,,1.75
California,San Joaquin,2016,9,,,5.56
California,San Joaquin,2016,2,,10.38,
California,San Joaquin,2016,10,,24.07,
California,San Joaquin,2016,6,,2.33,
California,San Joaquin,2016,7,,22.32,
California,San Joaquin,2016,11,,,5.51
California,San Joaquin,2016,3,,1.55,
California,San Joaquin,2016,5,26.56,,
California,San Joaquin,2016,4,42.41,,
California,San Joaquin,2016,12,10.55,,
California,San Luis Obispo,2016,12,,20.21,
California,San Luis Obispo,2016,8,,3.92,
California,San Luis Obispo,2016,4,15.07,,
California,San Luis Obispo,2016,2,,,15.75
California,San Luis Obispo,2016,7,33.4,,
California,San Luis Obispo,2016,5,,,19.19
California,San Luis Obispo,2016,9,,,9.4
California,San Luis Obispo,2016,1,12.36,,
California,San Luis Obispo,2016,10,20.78,,
California,San Luis Obispo,2016,6,,,3.07
California,San Luis Obispo,2016,3,,4.27,
California,San Luis Obispo,2016,11,31.75,,
California,San Mateo,2016,5,,,6.66
California,San Mateo,2016,7,,,18.02
California,San Mateo,2016,4,,14.81,
California,San Mateo,2016,6,,,7.15
California,San Mateo,2016,2,25.64,,
California,San Mateo,2016,8,,18.95,
California,San Mateo,2016,3,21.59,,
California,San Mateo,2016,9,,1.92,
California,San Mateo,2016,10,40.88,,
California,San Mateo,2016,12,,24.81,
California,San Mateo,2016,1,14.46,,
California,San Mateo,2016,11,44.46,,
California,Santa Barbara,2016,12,,,13.33
California,Santa Barbara,2016,5,,,6.93
California,Santa Barbara,2016,8,,,7.33
California,Santa Barbara,2016,6,,,15.54
California,Santa Barbara,2016,2,,6.7,
California,Santa Barbara,2016,7,18.45,,
California,Santa Barbara,2016,4,35.07,,
California,Santa Barbara,2016,10,38.65,,
California,Santa Barbara,2016,1,,3.23,
California,Santa Barbara,2016,3,,,10.64
California,Santa Barbara,2016,11,35.47,,
California,Santa Barbara,2016,9,,-2.08,
California,Santa Clara,2016,10,,-3.25,
California,Santa Clara,2016,12,23.89,,
California,Santa Clara,2016,5,,,8.13
California,Santa Clara,2016,1,,8.47,
California,Santa Clara,2016,6,,13.98,
California,Santa Clara,2016,3,,8.39,
California,Santa Clara,2016,4,,8.19,
California,Santa Clara,2016,7,,,2.32
California,Santa Clara,2016,8,,,7.37
California,Santa Clara,2016,11,,,17.26
California,Santa Clara,2016,2,38.5,,
California,Santa Clara,2016,9,,19.19,
California,Santa Cruz,2016,3,,,17.91
California,Santa Cruz,2016,10,23.54,,
California,Santa Cruz,2016,5,,,2.7
California,Santa Cruz,2016,1,,19.47,
California,Santa Cruz,2016,4,40.66,,
California,Santa Cruz,2016,8,,,18.33
California,Santa Cruz,2016,2,,,11.76
California,Santa Cruz,2016,6,22.39,,
California,Santa Cruz,2016,11,,9.37,
California,Santa Cruz,2016,7,23.25,,
California,Santa Cruz,2016,12,20.62,,
California,Santa Cruz,2016,9,,-4.59,
California,Shasta,2016,8,35.18,,
California,Shasta,2016,4,,,13.85
California,Shasta,2016,3,36.21,,
California,Shasta,2016,7,13.36,,
California,Shasta,2016,5,19.62,,
California,Shasta,2016,12,13.43,,
California,Shasta,2016,6,,20.39,
California,Shasta,2016,10,,,17.43
California,Shasta,2016,1,,,9.53
California,Shasta,2016,11,,7.7,
California,Shasta,2016,9,32.62,,
California,Shasta,2016,2,13.12,,
California,Sierra,2016,6,,24.51,
California,Sierra,2016,11,11.74,,
California,Sierra,2016,8,,17.62,
California,Sierra,2016,7,26.71,,
California,Sierra,2016,1,28.6,,
California,Sierra,2016,5,38.84,,
California,Sierra,2016,10,17.72,,
California,Sierra,2016,2,,-0.76,
California,Sierra,2016,9,,15.71,
California,Sierra,2016,12,22.57,,
California,Sierra,2016,4,,14.59,
California,Sierra,2016,3,,6.31,
California,Siskiyou,2016,12,,,9.34
California,Siskiyou,2016,2,,3.35,
California,Siskiyou,2016,7,,9.23,
California,Siskiyou,2016,9,31.84,,
California,Siskiyou,2016,8,,11.16,
California,Siskiyou,2016,1,,,13.13
California,Siskiyou,2016,10,,24.46,
California,Siskiyou,2016,3,,6.8,
California,Siskiyou,2016,11,,,14.41
California,Siskiyou,2016,5,,-2.48,
California,Siskiyou,2016,6,,,11.61
California,Siskiyou,2016,4,41.39,,
California,Solano,2016,8,,,14.07
California,Solano,2016,7,,,6.39
California,Solano,2016,1,20.29,,
California,Solano,2016,5,,,15.23
California,Solano,2016,3,38.18,,
California,Solano,2016,12,,22.33,
California,Solano,2016,4,,13.58,
California,Solano,2016,10,10.34,,
California,Solano,2016,2,,18.51,
California,Solano,2016,9,,24.25,
California,Solano,2016,6,37.53,,
California,Solano,2016,11,,15.33,
California,Sonoma,2016,4,,,11.04
California,Sonoma,2016,12,,,5.64
California,Sonoma,2016,5,,,15.97
California,Sonoma,2016,3,35.21,,
California,Sonoma,2016,6,13.94,,
California,Sonoma,2016,8,36.84,,
California,Sonoma,2016,2,,,18.82
California,Sonoma,2016,7,,14.29,
California,Sonoma,2016,10,,,6.54
California,Sonoma,2016,1,28.16,,
California,Sonoma,2016,11,,4.51,
California,Sonoma,2016,9,23.42,,
California,Stanislaus,2016,5,,9.98,
California,Stanislaus,2016,1,37.53,,
California,Stanislaus,2016,4,17.05,,
California,Stanislaus,2016,11,,,19.67
California,Stanislaus,2016,8,,,8.46
California,Stanislaus,2016,3,28.4,,
California,Stanislaus,2016,7,,-0.65,
California,Stanislaus,2016,12,38.72,,
California,Stanislaus,2016,9,,21.13,
California,Stanislaus,2016,6,18.54,,
California,Stanislaus,2016,10,21.84,,
California,Stanislaus,2016,2,,,13.42
California,Sutter,2016,7,,21.35,
California,Sutter,2016,3,,20.72,
California,Sutter,2016,9,,23.94,
California,Sutter,2016,5,44.81,,
California,Sutter,2016,2,11.39,,
California,Sutter,2016,6,,2.54,
California,Sutter,2016,12,,10.06,
California,Sutter,2016,1,,24.18,
California,Sutter,2016,8,13.84,,
California,Sutter,2016,11,11.13,,
California,Sutter,2016,10,,-1.15,
California,Sutter,2016,4,30.14,,
California,Tehama,2016,1,,16.1,
California,Tehama,2016,9,,-3.72,
California,Tehama,2016,3,,,9.65
California,Tehama,2016,2,,2.27,
California,Tehama,2016,10,,,12.45
California,Tehama,2016,11,32.2,,
California,Tehama,2016,5,,,1.87
California,Tehama,2016,8,40.44,,
California,Tehama,2016,6,39.78,,
California,Tehama,2016,4,,24.59,
California,Tehama,2016,7,,,13.57
California,Tehama,2016,12,44.22,,
California,Trinity,2016,12,,,3.51
California,Trinity,2016,8,,15.31,
California,Trinity,2016,6,17.39,,
California,Trinity,2016,4,40.71,,
California,Trinity,2016,3,32.47,,
California,Trinity,2016,7,,,5.26
California,Trinity,2016,10,,,3.62
California,Trinity,2016,1,20.83,,
California,Trinity,2016,9,41.62,,
California,Trinity,2016,11,,,1.67
California,Trinity,2016,2,28.22,,
California,Trinity,2016,5,30.91,,
California,Tulare,2016,9,,,7.85
California,Tulare,2016,1,36.08,,
California,Tulare,2016,4,,12.33,
California,Tulare,2016,3,,5.54,
California,Tulare,2016,10,16.86,,
California,Tulare,2016,8,16.78,,
California,Tulare,2016,11,,,14.2
California,Tulare,2016,6,,,3.49
California,Tulare,2016,7,34.09,,
California,Tulare,2016,12,15.35,,
California,Tulare,2016,5,44.35,,
California,Tulare,2016,2,,-3.14,
California,Tuolumne,2016,2,,22.48,
California,Tuolumne,2016,10,,2.92,
California,Tuolumne,2016,7,,-1.57,
California,Tuolumne,2016,8,19.95,,
California,Tuolumne,2016,3,11.6,,
California,Tuolumne,2016,11,,19.2,
California,Tuolumne,2016,1,31.58,,
California,Tuolumne,2016,4,14.55,,
California,Tuolumne,2016,6,20.87,,
California,Tuolumne,2016,9,21.89,,
California,Tuolumne,2016,5,,,12.4
California,Tuolumne,2016,12,,13.06,
California,Ventura,2016,3,31.49,,
California,Ventura,2016,7,28.7,,
California,Ventura,2016,10,13.54,,
California,Ventura,2016,1,42.09,,
California,Ventura,2016,5,14.2,,
California,Ventura,2016,4,,,1.79
California,Ventura,2016,9,,12.58,
California,Ventura,2016,2,,15.45,
California,Ventura,2016,6,,,10.4
California,Ventura,2016,8,,,18.86
California,Ventura,2016,11,,,18.79
California,Ventura,2016,12,31.24,,
California,Yolo,2016,4,39.63,,
California,Yolo,2016,11,,20.73,
California,Yolo,2016,7,24.86,,
California,Yolo,2016,3,,,0.02
California,Yolo,2016,12,,,15.09
California,Yolo,2016,6,,,17.8
California,Yolo,2016,2,,,10.03
California,Yolo,2016,5,,-3.68,
California,Yolo,2016,1,,17.76,
California,Yolo,2016,9,,8.18,
California,Yolo,2016,8,12.66,,
California,Yolo,2016,10,,24.55,
California,Yuba,2016,5,,,11.04
California,Yuba,2016,10,,2.11,
California,Yuba,2016,3,,1.28,
California,Yuba,2016,12,,,1.37
California,Yuba,2016,9,,7.83,
California,Yuba,2016,7,30.15,,
California,Yuba,2016,6,,4.15,
California,Yuba,2016,8,41.98,,
California,Yuba,2016,11,33.16,,
California,Yuba,2016,1,24.17,,
California,Yuba,2016,4,,17.04,
California,Yuba,2016,2,,6.21,
California,Alameda,2017,11,44.65,,
California,Alameda,2017,4,,,12.96
California,Alameda,2017,8,40.72,,
California,Alameda,2017,2,11.8,,
California,Alameda,2017,7,,16.98,
California,Alameda,2017,10,44.16,,
California,Alameda,2017,3,,,5.29
California,Alameda,2017,12,,,0.83
California,Alameda,2017,6,,,0.52
California,Alameda,2017,9,,5.75,
California,Alameda,2017,1,,14.9,
California,Alameda,2017,5,,,2.44
California,Alpine,2017,5,,,11.33
California,Alpine,2017,3,,14.37,
California,Alpine,2017,9,31.82,,
California,Alpine,2017,6,27.89,,
California,Alpine,2017,2,,5.59,
California,Alpine,2017,11,13.45,,
California,Alpine,2017,4,,-1.91,
California,Alpine,2017,12,,0.7,
California,Alpine,2017,1,,,16.84
California,Alpine,2017,7,,,7.61
California,Alpine,2017,8,,,18.99
California,Alpine,2017,10,28.61,,
California,Amador,2017,10,,21.42,
California,Amador,2017,6,44.23,,
California,Amador,2017,12,18.27,,
California,Amador,2017,1,15.03,,
California,Amador,2017,3,,,4.41
California,Amador,2017,5,,-4.84,
California,Amador,2017,8,,,12.54
California,Amador,2017,9,,,1.48
California,Amador,2017,2,24.18,,
California,Amador,2017,11,,0.74,
California,Amador,2017,7,,,18.51
California,Amador,2017,4,,10.41,
California,Butte,2017,5,,-1.55,
California,Butte,2017,11,,,18.86
California,Butte,2017,3,35.06,,
California,Butte,2017,7,20.85,,
California,Butte,2017,8,,,15.15
California,Butte,2017,1,,6.26,
California,Butte,2017,10,,,18.37
California,Butte,2017,9,,16.46,
California,Butte,2017,4,,,2.93
California,Butte,2017,6,,,18.51
California,Butte,2017,2,,,12.63
California,Butte,2017,12,40.07,,
California,Calaveras,2017,7,,-0.82,
California,Calaveras,2017,5,37.09,,
California,Calaveras,2017,9,,16.04,
California,Calaveras,2017,2,,0.94,
California,Calaveras,2017,10,,,4.4
California,Calaveras,2017,6,,,0.12
California,Calaveras,2017,1,34.52,,
California,Calaveras,2017,8,,-3.24,
California,Calaveras,2017,12,27.0,,
California,Calaveras,2017,11,,,19.59
California,Calaveras,2017,4,,3.44,
California,Calaveras,2017,3,,,11.76
California,Colusa,2017,1,13.05,,
California,Colusa,2017,2,,-3.21,
California,Colusa,2017,5,,,16.52
California,Colusa,2017,8,38.53,,
California,Colusa,2017,6,39.66,,
California,Colusa,2017,9,31.82,,
California,Colusa,2017,4,,7.64,
California,Colusa,2017,3,44.41,,
California,Colusa,2017,12,,0.91,
California,Colusa,2017,10,,16.44,
California,Colusa,2017,11,,13.53,
California,Colusa,2017,7,,,13.15
California,Contra Costa,2017,11,23.69,,
California,Contra Costa,2017,4,,,10.61
California,Contra Costa,2017,3,,20.76,
California,Contra Costa,2017,8,,12.34,
California,Contra Costa,2017,9,,1.84,
California,Contra Costa,2017,1,,-1.3,
California,Contra Costa,2017,12,,23.0,
California,Contra Costa,2017,2,,,0.5
California,Contra Costa,2017,5,16.88,,
California,Contra Costa,2017,7,,1.53,
California,Contra Costa,2017,6,,,18.46
California,Contra Costa,2017,10,,-0.8,
California,Del Norte,2017,2,,,8.72
California,Del Norte,2017,7,,-3.55,
California,Del Norte,2017,6,,,9.68
California,Del Norte,2017,5,,-1.98,
California,Del Norte,2017,11,,,9.61
California,Del Norte,2017,3,25.59,,
California,Del Norte,2017,8,,,11.15
California,Del Norte,2017,4,40.73,,
California,Del Norte,2017,10,44.62,,
California,Del Norte,2017,12,,-4.31,
California,Del Norte,2017,1,14.84,,
California,Del Norte,2017,9,,-2.83,
California,El Dorado,2017,4,,7.84,
California,El Dorado,2017,7,,11.76,
California,El Dorado,2017,12,,9.46,
California,El Dorado,2017,9,15.09,,
California,El Dorado,2017,6,43.09,,
California,El Dorado,2017,5,17.92,,
California,El Dorado,2017,2,,10.11,
California,El Dorado,2017,1,14.37,,
California,El Dorado,2017,3,,17.01,
California,El Dorado,2017,11,40.26,,
California,El Dorado,2017,8,,2.56,
California,El Dorado,2017,10,,,18.0
California,Fresno,2017,1,20.98,,
California,Fresno,2017,2,,,17.89
California,Fresno,2017,12,,10.88,
California,Fresno,2017,11,,12.6,
California,Fresno,2017,4,44.05,,
California,Fresno,2017,7,,-2.1,
California,Fresno,2017,5,,4.01,
California,Fresno,2017,9,,-4.28,
California,Fresno,2017,8,,-3.66,
California,Fresno,2017,10,43.68,,
California,Fresno,2017,6,,11.99,
California,Fresno,2017,3,22.1,,
California,Glenn,2017,8,28.61,,
California,Glenn,2017,3,,22.08,
California,Glenn,2017,10,,,19.14
California,Glenn,2017,9,,,18.64
California,Glenn,2017,11,26.31,,
California,Glenn,2017,5,,6.52,
California,Glenn,2017,2,,19.73,
California,Glenn,2017,12,21.19,,
California,Glenn,2017,1,33.59,,
California,Glenn,2017,6,34.93,,
California,Glenn,2017,7,,18.48,
California,Glenn,2017,4,33.51,,
California,Humboldt,2017,11,,-1.75,
California,Humboldt,2017,4,,-2.6,
California,Humboldt,2017,6,16.95,,
California,Humboldt,2017,2,,2.33,
California,Humboldt,2017,3,,-0.08,
California,Humboldt,2017,5,,,1.17
California,Humboldt,2017,8,,,4.63
California,Humboldt,2017,12,,,1.11
California,Humboldt,2017,9,,22.39,
California,Humboldt,2017,7,,7.94,
California,Humboldt,2017,1,38.22,,
California,Humboldt,2017,10,17.46,,
California,Imperial,2017,4,18.0,,
California,Imperial,2017,11,,,1.05
California,Imperial,2017,5,31.45,,
California,Imperial,2017,12,15.56,,
California,Imperial,2017,8,,7.14,
California,Imperial,2017,6,,-4.3,
California,Imperial,2017,10,,2.4,
California,Imperial,2017,9,,-3.08,
California,Imperial,2017,7,28.44,,
California,Imperial,2017,1,10.66,,
California,Imperial,2017,2,,19.24,
California,Imperial,2017,3,20.68,,
California,Inyo,2017,5,38.52,,
California,Inyo,2017,3,29.54,,
California,Inyo,2017,2,28.53,,
California,Inyo,2017,9,,-3.42,
California,Inyo,2017,1,38.19,,
California,Inyo,2017,12,,18.62,
California,Inyo,2017,4,,,3.78
California,Inyo,2017,6,40.24,,
California,Inyo,2017,7,,2.45,
California,Inyo,2017,10,41.09,,
California,Inyo,2017,8,,-1.21,
California,Inyo,2017,11,38.65,,
California,Kern,2017,2,,,1.01
California,Kern,2017,9,35.02,,
California,Kern,2017,6,19.1,,
California,Kern,2017,4,10.43,,
California,Kern,2017,5,16.03,,
California,Kern,2017,1,,16.95,
California,Kern,2017,11,25.43,,
California,Kern,2017,8,,,7.14
California,Kern,2017,3,,2.41,
California,Kern,2017,12,14.23,,
California,Kern,2017,10,30.2,,
California,Kern,2017,7,,,5.97
California,Kings,2017,5,12.99,,
California,Kings,2017,6,24.39,,
California,Kings,2017,11,,,7.98
California,Kings,2017,12,,7.03,
California,Kings,2017,10,23.74,,
California,Kings,2017,3,21.01,,
California,Kings,2017,9,,3.24,
California,Kings,2017,8,,5.02,
California,Kings,2017,4,30.52,,
California,Kings,2017,1,,-2.57,
California,Kings,2017,7,12.07,,
California,Kings,2017,2,,5.86,
California,Lake,2017,2,,,6.45
California,Lake,2017,5,,,13.54
California,Lake,2017,8,,,11.95
California,Lake,2017,12,,6.09,
California,Lake,2017,1,,23.44,
California,Lake,2017,11,,,13.85
California,Lake,2017,10,,0.97,
California,Lake,2017,9,21.28,,
California,Lake,2017,4,37.18,,
California,Lake,2017,3,,4.65,
California,Lake,2017,6,,-4.68,
California,Lake,2017,7,,10.15,
California,Lassen,2017,8,,-3.45,
California,Lassen,2017,12,,,2.07
California,Lassen,2017,1,,23.49,
California,Lassen,2017,6,44.3,,
California,Lassen,2017,2,,,14.22
California,Lassen,2017,3,,-3.44,
California,Lassen,2017,4,,,4.53
California,Lassen,2017,10,43.5,,
California,Lassen,2017,9,,20.47,
California,Lassen,2017,11,36.67,,
California,Lassen,2017,5,,8.59,
California,Lassen,2017,7,,9.69,
California,Los Angeles,2017,10,,,19.63
California,Los Angeles,2017,2,,,9.7
California,Los Angeles,2017,4,,15.67,
California,Los Angeles,2017,11,,14.95,
California,Los Angeles,2017,7,,-4.35,
California,Los Angeles,2017,9,29.49,,
California,Los Angeles,2017,12,31.99,,
California,Los Angeles,2017,3,,,6.96
California,Los Angeles,2017,6,40.2,,
California,Los Angeles,2017,5,14.28,,
California,Los Angeles,2017,8,,,17.96
California,Los Angeles,2017,1,,,4.61
California,Madera,2017,8,,4.4,
California,Madera,2017,6,42.43,,
California,Madera,2017,9,,22.96,
California,Madera,2017,12,,,11.49
California,Madera,2017,5,,,7.16
California,Madera,2017,2,,12.58,
California,Madera,2017,10,,-3.23,
California,Madera,2017,11,,,18.36
California,Madera,2017,1,,18.65,
California,Madera,2017,4,,,13.8
California,Madera,2017,3,40.21,,
California,Madera,2017,7,,,2.68
California,Marin,2017,6,,22.42,
California,Marin,2017,3,,12.1,
California,Marin,2017,4,31.75,,
California,Marin,2017,12,,,14.09
California,Marin,2017,5,16.66,,
California,Marin,2017,8,34.64,,
California,Marin,2017,10,,,14.02
California,Marin,2017,1,33.93,,
California,Marin,2017,7,,15.34,
California,Marin,2017,11,,19.62,
California,Marin,2017,9,30.52,,
California,Marin,2017,2,,4.93,
California,Mariposa,2017,8,,,13.55
California,Mariposa,2017,9,,,2.9
California,Mariposa,2017,4,27.01,,
California,Mariposa,2017,5,,,16.26
California,Mariposa,2017,3,,4.67,
California,Mariposa,2017,7,,,13.86
California,Mariposa,2017,10,39.55,,
California,Mariposa,2017,1,33.44,,
California,Mariposa,2017,12,27.18,,
California,Mariposa,2017,2,17.31,,
California,Mariposa,2017,6,,,16.45
California,Mariposa,2017,11,,16.82,
California,Mendocino,2017,3,,,4.29
California,Mendocino,2017,4,,20.32,
California,Mendocino,2017,6,,,18.11
California,Mendocino,2017,1,38.95,,
California,Mendocino,2017,8,,,8.08
California,Mendocino,2017,7,25.16,,
California,Mendocino,2017,11,14.81,,
California,Mendocino,2017,12,,16.28,
California,Mendocino,2017,10,25.75,,
California,Mendocino,2017,5,,12.4,
California,Mendocino,2017,9,,,10.56
California,Mendocino,2017,2,12.97,,
California,Merced,2017,11,,16.83,
California,Merced,2017,3,,-2.92,
California,Merced,2017,5,40.04,,
California,Merced,2017,10,,21.74,
California,Merced,2017,12,,21.55,
California,Merced,2017,1,,-1.63,
California,Merced,2017,7,,14.57,
California,Merced,2017,6,,,1.7
California,Merced,2017,9,12.69,,
California,Merced,2017,2,,,11.21
California,Merced,2017,4,,19.32,
California,Merced,2017,8,,,5.2
California,Modoc,2017,4,,11.67,
California,Modoc,2017,8,,8.73,
California,Modoc,2017,11,34.13,,
California,Modoc,2017,2,,9.71,
California,Modoc,2017,7,,,11.25
California,Modoc,2017,5,26.15,,
California,Modoc,2017,6,19.86,,
California,Modoc,2017,10,,7.99,
California,Modoc,2017,9,,20.4,
California,Modoc,2017,3,,,6.93
California,Modoc,2017,1,,,11.29
California,Modoc,2017,12,,-4.68,
California,Mono,2017,3,11.65,,
California,Mono,2017,11,44.82,,
California,Mono,2017,1,,-2.06,
California,Mono,2017,2,36.63,,
California,Mono,2017,6,,22.17,
California,Mono,2017,5,,21.34,
California,Mono,2017,9,,14.36,
California,Mono,2017,8,36.3,,
California,Mono,2017,4,26.49,,
California,Mono,2017,12,24.36,,
California,Mono,2017,7,,,16.22
California,Mono,2017,10,,,4.58
California,Monterey,2017,5,,-2.63,
California,Monterey,2017,6,,,5.26
California,Monterey,2017,3,,,8.39
California,Monterey,2017,10,34.75,,
California,Monterey,2017,9,,12.34,
California,Monterey,2017,4,,,1.32
California,Monterey,2017,8,,,17.48
California,Monterey,2017,12,27.61,,
California,Monterey,2017,7,,11.69,
California,Monterey,2017,2,,,6.56
California,Monterey,2017,1,14.8,,
California,Monterey,2017,11,,,6.13
California,Napa,2017,5,,-1.75,
California,Napa,2017,10,,6.59,
California,Napa,2017,7,27.11,,
California,Napa,2017,9,,19.78,
California,Napa,2017,4,,-3.14,
California,Napa,2017,8,,,19.88
California,Napa,2017,2,16.39,,
California,Napa,2017,1,,24.24,
California,Napa,2017,12,,7.11,
California,Napa,2017,6,,18.65,
California,Napa,2017,3,,4.19,
California,Napa,2017,11,,-3.77,
California,Nevada,2017,5,23.23,,
California,Nevada,2017,4,42.88,,
California,Nevada,2017,12,,,15.69
California,Nevada,2017,11,,10.06,
California,Nevada,2017,2,,,10.84
California,Nevada,2017,1,41.58,,
California,Nevada,2017,6,,20.89,
California,Nevada,2017,9,17.39,,
California,Nevada,2017,8,,,13.56
California,Nevada,2017,7,,,11.51
California,Nevada,2017,3,,10.68,
California,Nevada,2017,10,,,13.26
California,Orange,2017,4,,,12.92
California,Orange,2017,1,,10.86,
California,Orange,2017,7,,,5.65
California,Orange,2017,5,41.65,,
California,Orange,2017,6,13.94,,
California,Orange,2017,11,,-1.19,
California,Orange,2017,3,,-3.11,
California,Orange,2017,10,,,6.3
California,Orange,2017,12,24.96,,
California,Orange,2017,2,40.14,,
California,Orange,2017,8,27.93,,
California,Orange,2017,9,18.49,,
California,Placer,2017,3,,,18.43
California,Placer,2017,7,,,5.65
California,Placer,2017,4,,,17.52
California,Placer,2017,12,,17.7,
California,Placer,2017,1,,14.09,
California,Placer,2017,6,,,17.98
California,Placer,2017,9,,,10.33
California,Placer,2017,10,,,8.57
California,Placer,2017,5,13.98,,
California,Placer,2017,11,15.0,,
California,Placer,2017,2,,1.78,
California,Placer,2017,8,,8.74,
California,Plumas,2017,7,29.2,,
California,Plumas,2017,12,11.13,,
California,Plumas,2017,2,,,17.65
California,Plumas,2017,10,35.83,,
California,Plumas,2017,11,43.93,,
California,Plumas,2017,6,,1.64,
